Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Log_Returns,MA_5,EMA_5,MA_10,EMA_10,MA_20,EMA_20,MA_50,EMA_50
2020-10-16 00:00:00-04:00,151.47999572753906,151.98333740234375,146.28334045410156,146.55667114257812,98327700,0.0,0.0,,,,146.55667114257812,,146.55667114257812,,146.55667114257812,,146.55667114257812
2020-10-19 00:00:00-04:00,148.74667358398438,149.0,142.9566650390625,143.61000061035156,108863400,0.0,0.0,-0.020106014344170586,-0.020310891071385614,,145.57444763183594,,146.02091286399147,,146.27603585379467,,146.441115435432
2020-10-20 00:00:00-04:00,143.9166717529297,143.9166717529297,139.68333435058594,140.64666748046875,94968900,0.0,0.0,-0.020634587544658856,-0.020850455371877373,,143.93185424804688,,145.0437773397146,,145.73990553252554,,146.21388218229617
2020-10-21 00:00:00-04:00,140.89999389648438,144.31666564941406,140.4166717529297,140.8800048828125,97111500,0.0,0.0,0.0016590325709362475,0.0016576578966101716,,142.9145711263021,,144.28672780209604,,145.2770578516005,,146.0047105234929
2020-10-22 00:00:00-04:00,147.30667114257812,148.41000366210938,141.50332641601562,141.92999267578125,119979600,0.0,0.0,0.007453064711647084,0.007425427859397711,142.72466735839845,142.58637830946182,,143.85823050640244,,144.95828973961773,,145.8449176667199
2020-10-23 00:00:00-04:00,140.6133270263672,140.9633331298828,135.7933349609375,140.2100067138672,101151000,0.0,0.0,-0.012118551755604834,-0.01219258008931434,141.45533447265626,141.79425444426363,,143.19491708957784,,144.50607230859387,,145.62394076660803
2020-10-26 00:00:00-04:00,137.2100067138672,141.9199981689453,136.6666717529297,140.0933380126953,84717600,0.0,0.0,-0.0008320996760948773,-0.0008324460631960825,140.752001953125,141.22728230040752,,142.63099362105373,,144.08581189946068,,145.40705438410166
2020-10-27 00:00:00-04:00,141.25332641601562,143.5,140.03334045410156,141.55999755859375,68059500,0.0,0.0,0.010469159823756513,0.010414737676610572,140.93466796875,141.3381873864696,,142.43626706424283,,143.84525815271144,,145.25618941055234
2020-10-28 00:00:00-04:00,138.82666015625,139.53334045410156,135.3333282470703,135.33999633789062,76354200,0.0,0.0,-0.043938975190562446,-0.04493353448533056,139.82666625976563,139.33879037027663,,141.14603602308787,,143.0352332179666,,144.86731909397736
2020-10-29 00:00:00-04:00,136.65333557128906,139.35333251953125,135.48666381835938,136.94332885742188,67965900,0.0,0.0,0.011846701366300838,0.011777078527549948,138.82933349609374,138.54030319932505,140.7770004272461,140.38190744751222,,142.45505185029566,,144.5565743788183
2020-10-30 00:00:00-04:00,135.63333129882812,135.8633270263672,126.37000274658203,129.34666442871094,127533900,0.0,0.0,-0.05547305218949494,-0.05707106115006527,136.6566650390625,135.4757569424537,139.05599975585938,138.37549962591197,,141.2066340006209,,143.96010732195137
2020-11-02 00:00:00-05:00,131.3333282470703,135.66000366210938,130.76666259765625,133.50332641601562,87063300,0.0,0.0,0.03213582666134873,0.03163027338080621,135.33866271972656,134.81828010030767,138.0453323364258,137.48964995138536,,140.47298565922995,,143.55003748250292
2020-11-03 00:00:00-05:00,136.57666015625,142.58999633789062,135.56333923339844,141.3000030517578,103055100,0.0,0.0,0.05840061701119437,0.05675891678442002,135.2866638183594,136.97885441745774,138.11066589355468,138.18244142418035,,140.5517492204231,,143.46180083815997
2020-11-04 00:00:00-05:00,143.5399932861328,145.13333129882812,139.03334045410156,140.32666015625,96429300,0.0,0.0,-0.006888484603579825,-0.0069123197353376745,136.28399658203125,138.09478966372183,138.05533142089843,138.57229937546575,,140.5303121666923,,143.33885414475176
2020-11-05 00:00:00-05:00,142.76666259765625,146.6666717529297,141.3333282470703,146.02999877929688,85243500,0.0,0.0,0.040643300543862226,0.03983908014025376,138.10133056640626,140.73985936891353,138.46533203125,139.92824472161686,,141.05409184408322,,143.4443892284594
2020-11-06 00:00:00-05:00,145.36666870117188,145.52333068847656,141.42666625976562,143.31666564941406,65118000,0.0,0.0,-0.01858065570474754,-0.018755444602258167,140.89533081054688,141.59879479574704,138.7759979248047,140.54432125394362,,141.26957506363854,,143.4393804606537
