Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Log_Returns,MA_5,EMA_5,MA_10,EMA_10,MA_20,EMA_20,MA_50,EMA_50,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,EMA_12,EMA_26,WMA_10,RSI_14,RSI_7,STOCH_K,STOCH_D,WILLIAMS_R,ROC_12,ROC_25,UO,BB_HIGH,BB_LOW,BB_MID,BB_WIDTH,BB_PCT,ATR_14,KC_HIGH,KC_LOW,KC_MID,DC_HIGH,DC_LOW,DC_MID,MACD,MACD_SIGNAL,MACD_DIFF,ADX,CCI,AROON_UP,AROON_DOWN,AROON_IND,PSAR,ICHIMOKU_A,ICHIMOKU_B,OBV,CMF,VPT,MFI,FI,VWAP,Price_Change,Price_Change_Pct,High_Low_Range,High_Low_Pct,Open_Close_Range,Open_Close_Pct,Gap,Gap_Pct,High_Close_Diff,Close_Low_Diff,Volume_Change,Volume_MA_Ratio,Day_of_Week,Month,Quarter,Day_of_Month,Week_of_Year,Close_Lag_1,Volume_Lag_1,Close_Lag_2,Volume_Lag_2,Close_Lag_3,Volume_Lag_3,Close_Lag_5,Volume_Lag_5,Close_Lag_7,Volume_Lag_7,Close_Lag_14,Volume_Lag_14,Close_Rolling_Mean_7,Close_Rolling_Std_7,Close_Rolling_Min_7,Close_Rolling_Max_7,Close_Rolling_Mean_30,Close_Rolling_Std_30,Momentum_5,Momentum_10,Momentum_20,Target_Close_1d,Target_Change_1d,Target_Direction_1d
2021-08-02 00:00:00-04:00,134.19146975087898,134.40946389978131,132.877534075771,133.93077087402344,21634000,0.0,0.0,0.000950056084213502,0.0009496050665706921,133.7480255126953,133.43449632716317,131.35230026245117,131.75184458733844,128.45979995727538,129.07680405534,123.22067398071289,123.84151594506739,133.7480255126953,131.35230026245117,128.45979995727538,123.22067398071289,116.49283752441406,103.51475841522216,131.13363184298635,127.8264153233507,132.90458928888495,68.6763252786706,68.25622060670455,76.72739593817744,78.51889832222203,-23.272604061822566,6.1804767138235155,10.077678915527644,62.89856630978121,136.12931209730348,120.79028781724728,128.45979995727538,11.940719419738965,0.856670073458415,2.2499729009941354,130.25985125264503,126.45390216748493,128.35687671006497,137.34967091426967,122.65900702825122,130.00433897126044,3.307216519635645,2.7873370013469883,0.5198795182886569,28.684687497758137,103.20255634308754,88.0,12.0,76.0,126.86588478593625,130.0957101105538,123.92973992117761,1278824000,0.0741610888729286,31382899.841003384,55.22266080460784,37519459.61786435,102.242930990504,0.1271209716796875,0.0950056084213502,1.5319298240103194,1.1528885109628573,-0.2606988768555425,-0.19427380692641597,0.38781984853523,0.28984250341323226,0.4786930257578774,1.053236798252442,-15.412887081639038,0.7354125945440639,0,8,3,2,31,133.80364990234375,25576000.0,134.84744262695312,31716000.0,135.16175842285156,95130000.0,133.11688232421875,30572000.0,127.54182434082031,14302000.0,126.46923065185547,19240000.0,133.42298235212053,1.4819322230694831,130.9965057373047,135.16175842285156,126.22258021036784,4.5587864092452905,0.8138885498046875,10.206108093261719,9.531272888183594,134.70094299316406,0.5750524051452345,1
2021-08-03 00:00:00-04:00,134.20932342496414,134.8022341122371,132.4062687649836,134.70094299316406,20762000,0.0,0.0,0.005750524051452377,0.005734052903008715,134.4889129638672,133.85664521583016,132.28789596557618,132.28804429748854,128.92856636047364,129.61243633513277,123.63627746582031,124.26737582930647,134.4889129638672,132.28789596557618,128.92856636047364,123.63627746582031,116.79677116394043,103.8020592880249,131.6824489430137,128.33563959518872,133.51343342174184,70.04485853181977,70.90547261764092,81.9699916786846,78.18648848940641,-18.030008321315414,6.820500580371201,10.685828739636323,62.26305582913093,136.91406564503995,120.94306707590732,128.92856636047364,12.387478601506386,0.861428661314063,2.2604009328698047,130.74288513959192,126.88062584550087,128.8117554925464,137.34967091426967,122.65900702825122,130.00433897126044,3.3468093478249727,2.8992314706425852,0.4475778771823875,28.346137992271725,93.58822247242797,84.0,8.0,76.0,127.70458767620292,130.46205763073434,125.37179134521105,1299586000,0.07387133245002285,31502292.22135964,55.036721377607,34443867.32068339,102.34440314159052,0.770172119140625,0.5750524051452377,2.395965347253508,1.8095558236039877,0.4916195681999227,0.3663080594209128,0.2785525509407023,0.20798248910454753,0.10129111907303923,2.294674228180469,-4.030692428584636,0.7126039113930133,1,8,3,3,31,133.93077087402344,21634000.0,133.80364990234375,25576000.0,134.84744262695312,31716000.0,130.9965057373047,54710000.0,132.10386657714844,41506000.0,127.35860443115234,23742000.0,133.7939932686942,1.4204642406263206,130.9965057373047,135.16175842285156,126.68000844319661,4.700675943740552,3.704437255859375,9.35595703125,9.375328063964844,134.19992065429688,-0.37195161944234784,0
2021-08-04 00:00:00-04:00,134.42238532887288,134.72033341925697,133.5657902518696,134.19992065429688,19676000,0.0,0.0,-0.0037195161944234556,-0.003726450795698775,134.29654541015626,133.97107036198574,133.0403564453125,132.6356581805446,129.35817909240723,130.0493396036246,123.9754084777832,124.65688739107081,134.29654541015626,133.0403564453125,129.35817909240723,123.9754084777832,117.12079139709472,104.08381855010987,132.0697522832111,128.7700307847523,133.8610742742365,67.96459031833562,66.68182017860194,78.55951041824254,79.08563267836819,-21.44048958175747,8.466588340674775,10.511774974771814,61.00573594373655,137.50567501595145,121.21068316886301,129.35817909240723,12.59680057451032,0.7971306526155001,2.1814110924782026,131.16407311376722,127.29868445302243,129.23137878339483,137.34967091426967,122.65900702825122,130.00433897126044,3.2997214984588084,2.97932947620583,0.32039202225297814,28.031770594320054,85.787660347396,80.0,4.0,76.0,128.47619433524827,131.03349319724907,125.51529652757839,1279910000,0.09576987210004707,31429107.020718165,59.87686247743285,28115012.626364224,102.44055114866961,-0.5010223388671875,-0.37195161944234556,1.1545431673873736,0.8644003567157518,-0.2224646745760026,-0.1654967467150123,-0.2785576642911849,-0.20679711522533398,0.5204127649600991,0.6341304024272745,-5.230709950871781,0.6804490216556809,2,8,3,4,31,134.70094299316406,20762000.0,133.93077087402344,21634000.0,133.80364990234375,25576000.0,135.16175842285156,95130000.0,133.11688232421875,30572000.0,126.13502502441406,24218000.0,133.94871303013392,1.3931404770387679,130.9965057373047,135.16175842285156,127.1035873413086,4.788819939909663,-0.9618377685546875,7.524604797363281,8.592254638671875,135.31820678710938,0.8332986542467782,1
2021-08-05 00:00:00-04:00,134.75111884255372,135.4160427554173,133.9223318061905,135.31820678710938,17870000,0.0,0.0,0.008332986542467724,0.008298458889810555,134.3906982421875,134.42011583702697,133.8179946899414,133.12339429082908,129.91471633911132,130.55113647824217,124.335087890625,125.0749783477782,134.3906982421875,133.8179946899414,129.91471633911132,124.335087890625,117.45378967285156,104.38054210662841,132.56951451458008,129.25508085900097,134.27522888183594,70.09914465899585,71.15593853541218,86.1717336743801,82.2337452571024,-13.828266325619893,7.956617290001265,11.599695461495385,66.08744624089812,138.0939508795003,121.73548179872233,129.91471633911132,12.591698263096001,0.8303176123215237,2.1322896536745306,131.70331404373178,127.84482585873415,129.77406995123297,137.34967091426967,122.65900702825122,130.00433897126044,3.3144336555791085,3.0463503120804862,0.2680833434986223,27.9818790299224,88.40943807609708,76.0,0.0,76.0,129.18607246156998,131.10884953233762,126.07792400043996,1297780000,0.11146243996573842,31578017.49023206,64.11535458739542,26953406.99307782,102.52935210128562,1.1182861328125,0.8332986542467724,1.493710949226795,1.1153561389510909,0.5670879445556523,0.4208409914712847,0.5511981882568477,0.41072914616451317,0.09783596830791907,1.395874980918876,-9.178694856678183,0.6243841762112075,3,8,3,5,31,134.19992065429688,19676000.0,134.70094299316406,20762000.0,133.93077087402344,21634000.0,134.84744262695312,31716000.0,130.9965057373047,54710000.0,126.10027313232422,20424000.0,134.56609889439173,0.5967789157142447,133.80364990234375,135.31820678710938,127.57117919921875,4.8855143053924195,0.47076416015625,7.7763824462890625,11.130744934082031,134.80870056152344,-0.37652451778903845,0
2021-08-06 00:00:00-04:00,135.11013410578906,135.53768146813212,134.28383249025302,134.80870056152344,20488000,0.0,0.0,-0.0037652451778903417,-0.003772351557297377,134.59170837402343,134.5496440785258,134.0884780883789,133.4298136127735,130.4222156524658,130.956618771888,124.66725662231445,125.45669294439566,134.59170837402343,134.0884780883789,130.4222156524658,124.66725662231445,117.76706886291504,104.66947177886964,132.9140046756483,129.66646009622485,134.45535722212358,67.8799287865685,66.41529141999666,81.65490492752376,82.1287163400488,-18.345095072476234,6.420654765744294,10.857140490995922,65.21691267782917,138.492826550631,122.3516047543006,130.4222156524658,12.376129109278203,0.7717566838747529,2.069543891117714,132.23059396996229,128.36421041271763,130.29740219133993,137.34967091426967,122.65900702825122,130.00433897126044,3.2475445794234474,3.0865891655490785,0.16095541387436896,27.978729056185323,80.57280226838523,72.0,0.0,72.0,129.83916033778596,131.15280018769474,126.51391145129831,1277292000,0.08469701702250168,31500875.147027444,64.88483452344852,21611668.344094604,102.63053886705703,-0.5095062255859375,-0.3765245177890342,1.2538489778791018,0.9337304086626453,-0.3014335442656204,-0.22310209834415737,-0.2080726813203171,-0.1537654734426605,0.7289809066086832,0.5248680712704186,14.650251818690553,0.713544387559642,4,8,3,6,31,135.31820678710938,17870000.0,134.19992065429688,19676000.0,134.70094299316406,20762000.0,133.80364990234375,25576000.0,135.16175842285156,95130000.0,123.72466278076172,27968000.0,134.51566205705916,0.5512272094420579,133.80364990234375,135.31820678710938,128.00943959554036,4.926589597908234,1.0050506591796875,2.704833984375,10.149986267089844,135.9751739501953,0.8652804928859356,1
2021-08-09 00:00:00-04:00,135.01133206332474,136.24432894143314,134.41245046326122,135.9751739501953,17760000,0.0,0.0,0.008652804928859448,0.008615583968652807,135.0005889892578,135.02482070241564,134.37430725097656,133.89260640139562,130.91568717956542,131.43457640791726,125.04026412963867,125.86918239560349,135.0005889892578,134.37430725097656,130.91568717956542,125.04026412963867,118.0928419494629,104.95556606292725,133.38495379480938,130.133772233556,134.79839283336293,70.20551645961427,71.48885657661897,88.72384400462052,85.51682753550813,-11.276155995379495,6.612222816289033,9.305243310284988,70.11491615332432,139.0766544213522,122.75471993777865,130.91568717956542,12.467516181759187,0.8099808282971465,2.0525677901930144,132.74270424207958,128.83798416137026,130.79034420172493,137.34967091426967,122.65900702825122,130.00433897126044,3.2511815612533894,3.1195076446899406,0.13167391656344885,28.230437583236746,85.1423489259051,68.0,0.0,68.0,130.44000118390466,132.3305416514146,126.51391145129831,1295052000,0.07972227185561627,31654548.962563988,64.34738829942188,21483796.77819716,102.71954608419651,1.166473388671875,0.8652804928859448,1.831878478171916,1.3628785665749177,0.9638418868705685,0.713897027857258,0.2026315018013065,0.1503104035253499,0.2691549912378264,1.5627234869340896,-13.315111284654435,0.6184360810095552,0,8,3,9,32,134.80870056152344,20488000.0,135.31820678710938,17870000.0,134.19992065429688,19676000.0,133.93077087402344,21634000.0,134.84744262695312,31716000.0,125.34498596191406,26312000.0,134.67676653180803,0.7811874162382284,133.80364990234375,135.9751739501953,128.48630116780598,4.983771081083156,2.044403076171875,2.8582916259765625,9.869430541992188,135.86990356445312,-0.07741882777862502,0
2021-08-10 00:00:00-04:00,136.40122739389997,136.82878994271528,135.4304297601133,135.86990356445312,19414000,0.0,0.0,-0.000774188277786303,-0.000774488116295328,135.23438110351563,135.30651498976147,134.8616470336914,134.25211497649698,131.3857208251953,131.85698851806353,125.4169564819336,126.26136753947995,135.23438110351563,134.8616470336914,131.3857208251953,125.4169564819336,118.44779388427735,105.23600200653077,133.76725375936996,130.5586708506595,135.07031943581322,69.71494960980267,70.36958667176279,86.20137536066265,85.5267080976023,-13.798624639337348,2.8508151085080677,8.41351438108701,69.38251343540533,139.55103261817143,123.22040903221918,131.3857208251953,12.429526955733378,0.7745873552014971,2.005838675365083,133.22182565165684,129.31462178361025,131.26822371763356,137.34967091426967,122.65900702825122,130.00433897126044,3.2085829087104685,3.1373226974940462,0.07126021121642223,28.670653789116994,87.44664672434337,64.0,36.0,28.0,130.99277476233385,132.31093416255493,126.51391145129831,1275638000,0.06833294763909492,31639518.871339045,64.36179200284148,18122723.05719774,102.8177644137083,-0.1052703857421875,-0.0774188277786303,1.3983601826019765,1.0325302703970438,-0.5313238294468476,-0.38953009411893974,0.42605344370466014,0.31333178794881633,0.9588863782621502,0.4394738043398263,9.313063063063055,0.6758266814730752,1,8,3,10,32,135.9751739501953,17760000.0,134.80870056152344,20488000.0,135.31820678710938,17870000.0,134.70094299316406,20762000.0,133.80364990234375,25576000.0,126.6753158569336,20746000.0,134.9719456263951,0.786643833064183,133.93077087402344,135.9751739501953,128.95874303181967,4.989725309982859,1.1689605712890625,4.8733978271484375,9.400672912597656,135.3455352783203,-0.3859340975273939,0
2021-08-11 00:00:00-04:00,136.24184977800087,136.73940995059095,135.3380793770955,135.3455352783203,15352000,0.0,0.0,-0.0038593409752739616,-0.0038668074482902303,135.4635040283203,135.31952175261443,134.8800247192383,134.4509186677376,131.78506736755372,132.18923106665943,125.75899810791016,126.61760941159133,135.4635040283203,134.8800247192383,131.78506736755372,125.75899810791016,118.79471138000488,105.50728107452393,134.01006630074693,130.9132534008566,135.15829911665483,67.19619126120134,64.50092080974619,76.24947228623695,83.72489721717336,-23.750527713763045,1.6742075950017126,7.752607441558518,63.08302655461089,139.90460546053302,123.66552927457442,131.78506736755372,12.322394722208681,0.7192531071345802,1.9626595252315373,133.63153292211283,129.72442982025538,131.6779813711841,137.34967091426967,122.65900702825122,130.00433897126044,3.096812899890324,3.129220737973302,-0.0324078380829782,29.010978589183736,76.4246089440456,60.0,32.0,28.0,131.50132645448872,132.31093416255493,126.51391145129831,1260286000,0.06529721856939225,31580270.26868664,60.92440655865477,14383748.059210787,102.8944761878334,-0.5243682861328125,-0.38593409752739616,1.4013305734954429,1.0354296292256995,-0.8963144996805568,-0.6578848578032781,0.37194621354774426,0.27375173146516785,1.3938746722706412,0.007455901224801664,-20.923045225095294,0.5423431825568414,2,8,3,11,32,135.86990356445312,19414000.0,135.9751739501953,17760000.0,134.80870056152344,20488000.0,134.19992065429688,19676000.0,133.93077087402344,21634000.0,127.54182434082031,14302000.0,135.17405482700892,0.6432260593844831,134.19992065429688,135.9751739501953,129.42242914835612,4.912183787825399,1.1456146240234375,0.18377685546875,7.986930847167969,136.25424194335938,0.6713975922223268,1
2021-08-12 00:00:00-04:00,135.04408266615167,136.35951864766164,134.49786220697922,136.25424194335938,16506000,0.0,0.0,0.006713975922223225,0.006691537563621924,135.6507110595703,135.63109514952941,135.0207046508789,134.77879562694153,132.29102821350097,132.57637495967847,126.12973114013671,126.99551656969989,135.6507110595703,135.0207046508789,132.29102821350097,126.12973114013671,119.14886375427245,105.79519283294678,134.35532409191808,131.30888218178274,135.40815679376774,69.26832953276221,69.62286941880912,86.5374368835207,82.99609484347343,-13.4625631164793,4.0136461476295775,9.7165848389854,61.07102588328855,140.19754589923127,124.38451052777067,132.29102821350097,11.953218283208415,0.750629536756189,1.955445019192315,134.0751074397712,130.19735208250114,132.13622976113618,137.34967091426967,122.65900702825122,130.00433897126044,3.046441910135343,3.1126649724057103,-0.06622306227036745,28.704610043404497,69.76344150881746,56.00000000000001,28.000000000000004,28.000000000000004,131.96919401127118,132.31093416255493,126.51391145129831,1276792000,0.11679646977258609,31691091.155258857,54.54087447807188,14471657.22405707,102.97629847337355,0.9087066650390625,0.6713975922223225,1.8616564406824239,1.3841531829089702,1.2101592772077083,0.8961216613980751,-0.30145261216864583,-0.22272815394223985,0.10527670430226976,1.756379736380154,7.516935904116728,0.5911637035657493,3,8,3,12,32,135.3455352783203,15352000.0,135.86990356445312,19414000.0,135.9751739501953,17760000.0,135.31820678710938,17870000.0,134.70094299316406,20762000.0,132.10386657714844,41506000.0,135.39595467703683,0.7165578803949428,134.19992065429688,136.25424194335938,129.92246373494467,4.814465745245075,0.93603515625,1.40679931640625,10.119216918945312,136.78408813476562,0.3888658318810405,1
2021-08-13 00:00:00-04:00,136.30986557995257,136.9122174832124,136.09435671368865,136.78408813476562,15948000,0.0,0.0,0.0038886583188104673,0.003881117031055543,136.04578857421876,136.01542614460817,135.3187484741211,135.14339426472773,132.82521896362306,132.97710954778202,126.53391357421874,127.37938212127109,136.04578857421876,135.3187484741211,132.82521896362306,126.53391357421874,119.50303108215331,106.0821312713623,134.72898009851,131.7144529931148,135.72877197265626,70.44078964298652,72.3379082148325,93.04912133158244,85.27867683378003,-6.950878668417564,1.2002875153774102,9.726856168027611,62.121944924457125,140.42416696192475,125.22627096532138,132.82521896362306,11.442025930908224,0.7604879762321929,1.874189001358846,134.55808535274394,130.7632079250629,132.66064663890342,137.34967091426967,122.65900702825122,130.00433897126044,3.0145271053951888,3.093037399003606,-0.07851029360841721,28.65786362938953,83.93990487083266,52.0,24.0,28.0,132.39963216351106,132.33179104767922,126.51391145129831,1292740000,0.13806526474642294,31753107.478127245,52.92680675322068,13611418.629269902,103.0571145656714,0.52984619140625,0.38886583188104673,0.8178607695237474,0.6009512732731006,0.4742225548130534,0.34790039062498973,0.05562363659319658,0.04082341643082145,0.1281293484467767,0.6897314210769707,-3.3805888767720838,0.575794117859438,4,8,3,13,32,136.25424194335938,16506000.0,135.3455352783203,15352000.0,135.86990356445312,19414000.0,134.80870056152344,20488000.0,134.19992065429688,19676000.0,133.11688232421875,30572000.0,135.76512145996094,0.6612059050640849,134.80870056152344,136.78408813476562,130.42840703328451,4.706667270810076,1.9753875732421875,2.980438232421875,10.683815002441406,137.36209106445312,0.422565912138864,1
