Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Log_Returns,MA_5,EMA_5,MA_10,EMA_10,MA_20,EMA_20,MA_50,EMA_50
2020-10-15 00:00:00-04:00,76.69602546749853,78.03181374739641,76.52868444146476,77.24076843261719,31210000,0.0,0.0,,,,77.24076843261719,,77.24076843261719,,77.24076843261719,,77.24076843261719
2020-10-16 00:00:00-04:00,77.55657591131721,78.34513577245167,77.34950800685696,77.84806823730469,34194000,0.0,0.0,0.007862425724276534,0.007831677918212028,,77.44320170084636,,77.351186578924,,77.2986065092541,,77.2645841112324
2020-10-19 00:00:00-04:00,78.25675108360606,78.65401262927215,75.6244093541497,75.97349548339844,29734000,0.0,0.0,-0.024079887868148298,-0.024374548243051276,,76.95329962836372,,77.10069728882844,,77.17240545917261,,77.21395318465068
2020-10-20 00:00:00-04:00,75.63384710979612,78.1529714473702,75.50424022967013,77.02276611328125,41670000,0.0,0.0,0.013811009000001873,0.013716506140969052,,76.97645512333624,,77.08652798418349,,77.15815409289723,,77.20645565244011
2020-10-21 00:00:00-04:00,77.95484568131718,80.2038378597319,77.82027576325886,78.75631713867188,60322000,0.0,0.0,0.02250699517647825,0.022257450159808012,77.36828308105468,77.56974246178146,,77.39012601227229,,77.31036009725672,,77.26723453425313
2020-10-22 00:00:00-04:00,78.70713326970835,80.11839697979127,78.33370943533245,79.78271484375,30512000,0.0,0.0,0.01303257620935816,0.012948382902848422,77.87667236328124,78.30739992243764,,77.82514216345005,,77.54582245406561,,77.36588082090007
2020-10-23 00:00:00-04:00,80.19936290074068,81.14633045232473,80.04343304769533,81.0897216796875,30548000,0.0,0.0,0.01638208023501342,0.01624934168567761,78.5250030517578,79.2348405081876,,78.41870207549323,,77.88333666602959,,77.51191379575448
2020-10-26 00:00:00-04:00,80.19687183701743,80.92087457366932,77.85204435340098,78.67189025878906,35826000,0.0,0.0,-0.029816743365442933,-0.030270300963146337,79.06468200683594,79.04719042505477,,78.46473629063793,,77.95843700819715,,77.55740306881466
2020-10-27 00:00:00-04:00,78.90231064798252,79.5513301261755,78.30939985271544,79.39640045166016,25902000,0.0,0.0,0.00920926382330256,0.009167117115705755,79.53940887451172,79.16359376725657,,78.63412977446015,,78.09538590757458,,77.62952061323998
2020-10-28 00:00:00-04:00,76.96963351424793,77.15832688244774,74.90735737417214,75.0225601196289,45174000,0.0,0.0,-0.05508864768616595,-0.05666416296386105,78.79265747070312,77.78324921804736,78.08047027587891,77.97748074630901,,77.80273583253214,,77.52728686839248
2020-10-29 00:00:00-04:00,75.33143128379692,78.8928663291568,75.30809370967367,77.31078338623047,55406000,0.0,0.0,0.03050046896497305,0.030044576433157204,78.29827117919922,77.62576060744173,78.08747177124023,77.85626304447655,,77.75588321859864,,77.51879653575868
2020-10-30 00:00:00-04:00,82.80091654542893,83.49016299701641,79.52997371419903,80.25199127197266,99878000,0.0,0.0,0.038043953985674284,0.03733812872740347,78.13072509765625,78.50117082895204,78.32786407470704,78.29184999493039,,77.99360779511045,,77.6259806430612
2020-11-02 00:00:00-05:00,80.6209489181996,82.34406497588512,80.1591301740816,80.65968322753906,44228000,0.0,0.0,0.005080147534093582,0.0050672871214162305,78.52828369140624,79.22067496181438,78.79648284912109,78.72236512813197,,78.24751974105602,,77.74494937186425
2020-11-03 00:00:00-05:00,80.9794835557131,82.38180661638104,80.05336826018032,81.71937561035156,31432000,0.0,0.0,0.013137819793106909,0.013052267140868124,78.99287872314453,80.05357517799345,79.26614379882812,79.26727612489915,,78.57817268098893,,77.90080922435395
2020-11-04 00:00:00-05:00,84.69484549165698,87.89527527985078,84.56673131281617,86.6945571899414,71342000,0.0,0.0,0.06088129702938683,0.059099974984101473,81.32727813720703,82.26723584864277,80.05996780395508,80.61769086399774,,79.35116168184155,,78.24566208574953
2020-11-05 00:00:00-05:00,87.91613094031692,88.97731615159634,86.45520644116196,87.52135467529297,39758000,0.0,0.0,0.009536901878858473,0.009491712712714533,83.36939239501953,84.0186087908595,80.83383178710938,81.87290246605141,,80.12927530026549,,78.60941473631986
2020-11-06 00:00:00-05:00,86.96717561402848,87.8193000919502,86.23919489785555,87.38380432128906,28622000,0.0,0.0,-0.0015716204863855943,-0.001572856777352136,84.7957550048828,85.14034063433603,81.46324005126954,82.87488462154917,,80.82018282607726,,78.95350844553434
2020-11-09 00:00:00-05:00,89.183895577736,90.22222819928155,87.27555637680663,87.46772766113281,53440000,0.0,0.0,0.000960399246697774,0.0009599383584088172,86.15736389160156,85.91613630993496,82.3428237915039,83.70994699238256,,81.45328233417779,,79.28739939516565
2020-11-10 00:00:00-05:00,85.89607149256915,87.36642960090843,85.2182437695995,86.29084777832031,43022000,0.0,0.0,-0.013455018373999206,-0.01354635737094787,87.07165832519532,86.04104013273007,83.03226852416992,84.17920168073486,,81.91400285266755,,79.56204442979917
2020-11-11 00:00:00-05:00,86.82118593096598,87.54121828786089,86.55601653319594,86.76309204101562,31838000,0.0,0.0,0.005472703940845536,0.005457783110071581,87.08536529541016,86.28172410215859,84.2063217163086,84.64899992805863,81.14339599609374,82.37582087060547,,79.84443845376845
2020-11-12 00:00:00-05:00,86.5033783796767,87.64450998714952,86.30325868083496,86.54409790039062,26474000,0.0,0.0,-0.0025240472126266678,-0.0025272379900385215,86.8899139404297,86.36918203490261,85.12965316772461,84.99356319575536,81.60856246948242,82.77279963534691,,80.10717019677324
2020-11-13 00:00:00-05:00,86.80132339394905,88.24784377851638,86.20444222324774,88.00601196289062,29744000,0.0,0.0,0.016892128960459107,0.01675104355533933,87.01435546875,86.91479201089862,85.90505523681641,85.54128115341632,82.11645965576172,83.2712008093987,,80.4169286974053
